is_bad,emp_length,home_ownership,annual_inc,verification_status,debt_to_income,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mths_since_last_major_derog,policy_code,state_income,balance_open_acc,income_balance,open_total,years_of_cr_line,purpose_cat_clean,Notes_na,Note_na,Note_length
0,10,MORTGAGE,180000,VERIFIED - income,15.68,0,3,14,0,10.05268312,8.5,30,1,PC1,11.0719368,7.413582718,16.79803592,0.466666667,24.60273973,small business,0,content removed,15
0,5,RENT,60000,VERIFIED - income,22.28,0,1,7,0,8.742254902,48.9,9,1,PC1,10.99765665,6.796185047,9.583133685,0.777777778,1.339726027,other,1,NA,0
0,6,RENT,70000,VERIFIED - income source,13.78,0,1,13,0,8.617943095,36.1,16,3,PC1,11.31270467,6.052812889,12.66051727,0.8125,2.087671233,individual major expenses,0," This loan will be used to consolidate existing bills so that I can have a single, reduced monthly payment at a lower APR.<br>",154
0,10,MORTGAGE,90000,VERIFIED - income,17.91,0,0,21,0,10.62774573,43.4,30,1,PC3,11.38109548,7.583199056,2.181130795,0.7,21.35342466,individual major expenses,1,NA,0
0,1,RENT,37000,VERIFIED - income source,18.26,0,0,6,0,8.055475142,54.3,13,3,PC3,11.30927812,6.263398263,11.74603175,0.461538462,3.169863014,individual major expenses,0,"This money is being used to pay for car regristration, smog check and minor repairs.",84
0,5,MORTGAGE,54000,VERIFIED - income,10.98,0,1,17,0,8.796792688,34.4,33,2,PC5,11.30168578,5.963428115,8.166969147,0.515151515,9.345205479,debt consolidation,0, Just want to pay off debt and build a savings.<br/> Borrower added on 01/31/11 > I am a good investment and hope to even pay off a little early. This loan will allow me me to get rid of high interest rate debt and build a savings. Maybe one day I can be on the investor end. Just would like the opportunity to do so.<br/>,350
1,8,OWN,40000,VERIFIED - income,22.83,0,0,14,0,9.421573272,42,24,3,PC1,10.99765665,6.782434981,3.238604162,0.583333333,11.17534247,individual major expenses,0,"proceeds of loan is to pay of $12,600.00 in credit card debt averaging about 13%, and the balance to purchase 20 replacement windows for my home for energy savings and to increase the value.",190
0,2,MORTGAGE,32000,not verified,13.88,0,0,7,0,7.490529402,6,13,1,PC3,11.11845964,5.54406075,17.87709497,0.538461538,9.926027397,individual major expenses,0," Energy effecient home improvements<br/> Borrower added on 06/10/10 > Purpose of Loan, detailed description continued, as follows:<br/><br/>Energy Efficient Home Improvements/Whole House Weatherization-needed, including insulation, ceiling finish, doors, windows and weather-stripping/sealant.<br/> Borrower added on 06/10/10 > Energy Efficient Home Improvements/Whole House Weatherization-needed, including Air Conditioning, Insulation, Ceiling Finish, Doors, Windows and Weather-stripping/sealant; plus Kitchen & Bathroom Plumbing<br/>",565
0,4,MORTGAGE,35004,not verified,21.32,0,3,6,0,8.146998697,32.4,12,2,PC5,11.1554359,6.354949583,10.14020857,0.5,1.087671233,debt consolidation,1,NA,0
0,8,RENT,105500,VERIFIED - income source,18.14,0,0,10,0,10.70257008,80.6,23,3,PC2,11.39142428,8.399962503,2.372439227,0.434782609,9.008219178,debt consolidation,1,NA,0
0,6,MORTGAGE,70000,not verified,7.9,0,1,7,0,9.551871221,37.8,17,3,PC4,10.99765665,7.605890001,4.975124378,0.411764706,8.591780822,debt consolidation,1,NA,0
1,4,RENT,63500,VERIFIED - income,14.68,0,2,21,0,9.772866207,38.6,30,3,PC4,11.30927812,6.728286791,3.618233618,0.7,13.2630137,debt consolidation,0,I am interested in consolidating two high interest credit cards.  I have never missed a payment or made a late payment.  Thank you!,131
1,1,MORTGAGE,45760,not verified,18.51,0,3,5,0,0,0,10,2,PC3,11.00369856,0,0,0.5,7.424657534,small business,0," I work at an autobody shop and have been in this business for over 12yrs.  The reason I am borrowing money is because in my line of work there are always vehicles that come up for sale at very reasonable price and having the money there to buy them when they come up, I can repair them &amp; sale them at a good profit.   I have a full time job that pays all my bills with plenty left this money would be used to make a little on the side and build up my savings so that I am able to do things with my family.  Thank you so much for considering me.  God Bless<br/>",593
0,1,RENT,45000,VERIFIED - income source,5.76,1,1,14,0,8.337827262,24.3,19,1,PC5,11.00369856,5.698530613,10.77070369,0.736842105,1.920547945,debt consolidation,1,NA,0
0,5,MORTGAGE,23000,not verified,18.89,0,1,9,0,8.869960511,43.4,21,3,PC4,11.31270467,6.672595375,3.233061569,0.428571429,3.750684932,individual major expenses,0, I plan to consolidate some bills credit cards. Paying my bills on time. I being at my job for about  five years.<br>,145
0,8,MORTGAGE,32864,not verified,6.86,0,1,10,0,7.760467029,16.7,30,1,PC2,10.92645993,5.457455588,14.01449893,0.333333333,14.51506849,individual major expenses,1,NA,0
0,5,MORTGAGE,105600,VERIFIED - income source,5.78,0,1,5,0,8.70632484,92.9,16,1,PC3,10.95441407,7.096721378,17.48344371,0.3125,13.17808219,debt consolidation,0," Thank you for all your help in assisting me become debt free.  Once I pay the two cards off, all I will have is my mortgage, car loan, and this loan.  I truly believe that I may be able to be debt free in 8 years.  This loan also will add value to my current home with my roof extension.  This process is truly a pay it forward concept!!<br/>",371
0,4,MORTGAGE,32000,not verified,9.71,0,1,8,0,5.278114659,0.5,30,1,PC2,11.11845964,3.193558017,164.1025641,0.266666667,10.67945205,debt consolidation,1,NA,0
0,9,RENT,35004,VERIFIED - income,17.45,0,1,5,0,9.501067803,86.8,13,1,PC1,11.29312631,7.891555115,2.617512899,0.384615385,5.676712329,debt consolidation,0,trying to make my credit cards into one payment and pull myself out of the grip of credit cards.,96
0,5,RENT,45000,VERIFIED - income source,15.92,0,0,7,0,9.065083359,43.7,17,2,PC4,11.31270467,7.11905757,5.204117035,0.411764706,10.00821918,debt consolidation,0," Hello,<br/><br/>This loan request is to consolidate 2 credit cards that have poor interest rates (BofA Mastercard and BofA Visa). I have a very strong borrowing history and have accounts that are over a decade old with no missed payments. My plan is to replace the credit card debts so I am not adding extra debt load. <br/><br/>I am an IT technician working in a corporate data center environment. I have been with my current employer for over five years and consider my job very stable (especially given the economy). <br/><br/>Besides the credit cards I am trying to consolidate I have student loans, but no car payment or other major debts. Each month after meeting my obligations I have approximately $900-1000 left over so this loan payment should not be a problem.<br/><br/>Thank you.<br/>",825
0,1,RENT,66000,not verified,13.6,0,0,14,0,8.856518497,47.4,38,1,PC3,11.19711823,6.217318707,9.403048867,0.368421053,12.92876712,debt consolidation,1,NA,0
0,4,RENT,140000,VERIFIED - income,11.53,0,0,9,0,9.209840247,90,15,2,PC3,11.36866241,7.012515615,14.00840504,0.6,4.421917808,debt consolidation,1,NA,0
0,4,RENT,31200,not verified,24.8905,0,1,3,0,6.786716951,8.1,27,3,PC2,11.36866241,5.686975356,35.25423729,0.111111111,8.005479452,individual major expenses,1,NA,0
1,4,MORTGAGE,36000,VERIFIED - income,12.93,0,2,12,1,9.0653146,55.2,22,1,PC3,11.04594127,6.580292337,4.162330905,0.545454545,15.68219178,individual major expenses,1,NA,0
0,10,MORTGAGE,150000,VERIFIED - income source,17.84,0,1,9,0,0,0,13,3,PC2,10.99765665,0,0,0.692307692,21.76438356,other,0,"I have a small loan with Lending Club that is in good standing.  I knew my daughter would be getting married in the near future as she is a senior at Florida International University and has had a steady boyfriend for 3 years.  Well time is up.  I guess I will not be able to save for it in time!  I make a good living and have excellent credit.  I anticipate the wedding to cost $20,000 with overages.  I would be able to ""pay as we go"" but that puts un-needed pressure on my budget - which I work so diligently to keep in excellent standing.  I am willing to pay the interest on a loan to make this whole affair an enjoyable and less stressfull one.  I enjoy this lending community and hope it will be able to help me enjoy this time of my life.",747
1,7,MORTGAGE,90000,not verified,8.93,0,1,10,0,11.04686485,27.6,36,2,PC1,11.04594127,8.799134442,0.71257779,0.277777778,15.51506849,small business,0,"Valley Weaponry LLC a tactical supply store located in Wintersville, Ohio is looking to increase its inventory.  Currently, the business possesses $90,000.00 in firearms, ammunition, tactical equipment and cash.  Business is increasing due to uncertainty surrounding the new presidential administration and its opinion regarding the 2nd amendment.  The funds will be used to purchase new tactical protective vests that will be sold to local police departments.  We anticipate selling the vests by the end of January 2009.",521
0,5,MORTGAGE,87000,VERIFIED - income,23.92,0,0,20,0,11.04686485,60.3,49,1,PC3,11.06027441,8.205136456,1.188622018,0.384615385,10.67945205,debt consolidation,0,I will be using this loan to consolidate my revolving debt that I acquired in Graduate school. I have now completed Graduate school and I would like to consolidate my debt into one monthly payment.  Monthly Expenses:<br/>Mortgage $930.00<br/>Utilities $250.00<br/>Food $300.00<br/>Gas $200.00<br/>Revolving debt Graduate School (I will pay off with this loan) $650.00<br/>Student Loan $179.00<br/>,425
0,10,MORTGAGE,60000,not verified,16.76,0,0,14,0,11.04686485,67.6,33,2,PC5,10.99765665,8.594974002,0.793000449,0.424242424,17.76164384,individual major expenses,0," I would like to purchase a 1980 Fiat spider convertible from an original owner with only 30k miles. The car is in beautiful condition and has been garaged kept and has no rust and has always been my dream car. I have worked at the same job for over 17 years, our daughter is grown and I would love this car for weekend fun.<br/> Borrower added on 10/22/10 > My plan is to pay off one of my high rate credit cards, use the difference with my savings to be able to purchase this car for 6500. My husband pays our mortgage and insurance and I pay the utilities, food and my car payment of 127 month. I usually pay off my bills early and I pay all my bills on time.<br/>",695
0,4,RENT,21040.2,VERIFIED - income,16.69,0,1,7,0,9.354094336,58.6,18,1,PC4,11.30927812,7.408097573,1.822451278,0.388888889,11.9260274,debt consolidation,0, I am requesting a loan to Consolidate all my debt to make it easy for me to get rid of my debt sooner. I have always paid my bills on time and with the economy the way it is i am finding it harder to stay ahead of the game. I want to make it easier by making just one payment and having some money left over to put into a savings account.<br/>,372
0,5,RENT,94000,VERIFIED - income,4.6,0,1,10,0,7.98480339,42.7,41,2,PC3,11.19711823,5.681877639,32.02725724,0.243902439,18.6,debt consolidation,0," I would like to consolidate two outstanding balances into a shorter-term loan, which will allow me to make one smaller monthly payment and pay off my debt quicker.  I have very good income with a secure career in healthcare.  Living expenses are manageable and I am current on all my monthly payments.<br/>",335
0,10,OWN,168000,VERIFIED - income,4.92,1,2,17,0,8.380685947,8.4,46,3,PC1,11.30927812,5.547243324,38.52327448,0.369565217,23.93424658,individual major expenses,0, I would like to payoff this visa card of $6800!<br/>,81
0,1,RENT,15000,VERIFIED - income source,1.2,0,2,3,0,6.647688374,14.8,13,3,PC3,11.02674367,5.547778226,19.48051948,0.230769231,21.10136986,small business,1,NA,0
0,10,MORTGAGE,27442.02,not verified,24.75,0,0,6,1,7.475339237,41,14,2,PC5,11.04594127,5.683012713,15.56552467,0.428571429,3.835616438,individual major expenses,0, Need appliances badly.<br/> Borrower added on 03/26/10 > Need appliances badly.<br/> Borrower added on 03/27/10 > Was just before my divorce. Ex wanted to file bankruptcy.<br/>,205
0,10,MORTGAGE,46394,VERIFIED - income source,13.76,0,0,8,0,9.82806333,94.1,17,3,PC5,11.30927812,7.74856787,2.501563679,0.470588235,11.67945205,debt consolidation,0,"I have about $20, 000 in credit card debt, interest ranging from 13 to 24.70%. At this time, I can only make minimum payments due to the amount of credit card debt. I know if I continue to make minimum payment, the debt will not be paid off for at leat 30 yrs. My total monthly payments for all my credit cards is about $500.  I figured that is I get a loan with LendingClub, it will come to the same amount every month, but the loan would be  paid off in 36 months.  This way, I will be able to see the light at the end of the tunnel.",535
0,4,MORTGAGE,45000,VERIFIED - income,14.59,1,0,9,0,9.735719577,56.8,45,1,PC5,10.99765665,7.538435865,2.66114725,0.2,29.19753425,individual major expenses,1,NA,0
0,3,MORTGAGE,65004,VERIFIED - income,22.95,0,1,15,0,9.772638274,30.9,36,3,PC4,11.11845964,7.064531082,3.704776017,0.416666667,18.35068493,individual major expenses,0," Consolidation, 4 loans into one...<br/> Borrower added on 06/25/10 > TO pay off 4 loans and get one monthly payment.<br/>",150
0,4,RENT,54380,VERIFIED - income,16.55,0,0,4,0,9.387314322,49.7,10,1,PC5,11.30927812,8.000936178,4.556346879,0.4,6.005479452,individual major expenses,1,NA,0
0,3,RENT,48000,VERIFIED - income source,1.98,0,3,6,0,8.689801056,28.7,7,3,PC1,11.19711823,6.897873279,8.079447904,0.857142857,4.421917808,small business,1,NA,0
0,9,RENT,69996,VERIFIED - income source,12.39,1,0,15,0,9.870551052,63.4,43,3,PC4,10.99765665,7.162449176,3.617177407,0.348837209,29.19753425,debt consolidation,0, Planning to payoff cards<br/> Borrower added on 06/12/10 > I am consolidating my credit cards to close them and simply everything to a monthly payment.   Planning on elimating all my debt to purchase a home with in the next year to year and half.<br/>,280
0,8,MORTGAGE,60000,VERIFIED - income,22.84,0,0,10,0,9.752257603,62.3,21,3,PC2,11.30927812,7.449614345,3.489995347,0.476190476,7.753424658,debt consolidation,1,NA,0
0,9,OWN,46000,VERIFIED - income,16.33,1,1,23,0,9.517310233,25.7,36,2,PC4,11.30927812,6.298360838,3.384343732,0.694444444,11.84109589,individual major expenses,0,I'm paying $2500 interest each month over a year to help  my son's with his accumulated dept that he owns but  the way it goes I do not see the end of it and as mother  I have  decided to help him out  one last timeŠ—ç’__ IŠ—ç’_Îém a good candidate for this loan. I work full time and have a secure and stable job over 10 years. Thank you in advanceyouŠ—ç’_Îére your considerationŠ—ç’__,386
0,4,OWN,36662,not verified,19.64,0,0,10,0,9.76520202,51.2,26,2,PC2,11.04359361,7.46255951,2.105075792,0.384615385,19.01369863,debt consolidation,0," Employed by McNair Law Firm, P.A. as an IT Specialist.<br/><br/>The purpose of this loan is to consolidate credit card debt. No other debts except car.<br/><br/>Monthly expenses<br/>Own home - No mortgage or rent.<br/>Car - $257.00 month<br/>Gas - $150.00 month<br/>Insurance $125.00 (Car and home)<br/>Electricity $200.00 month<br/>Phone - $40.00 month<br/>Internet - $79 month<br/>Food - $200.00 month<br/>No dependents<br/>",455
1,2,OWN,48600,not verified,23.19,0,4,12,0,11.04686485,61.5,25,2,PC5,11.02674367,8.799134442,0.592264008,0.48,10.51232877,individual major expenses,0, will pay off existing Lending Club Loan and use remainder for vacation<br/> Borrower added on 07/06/11 > I have always made all payment oblications on time-stick to a monthly budget-very stable trade 27yrs no lay offs.<br/> Borrower added on 07/07/11 > 16 consecutive payments to current Lending Club account- same time each month same checking account.<br/>,387
0,1,RENT,40000,VERIFIED - income source,15.75,0,0,3,0,7.556427969,16.9,6,3,PC5,11.28040055,6.457292805,20.92050209,0.5,2.002739726,other,1,NA,0
0,2,RENT,85000,not verified,18.08,0,0,8,0,9.061840364,55.6,11,2,PC4,11.11845964,6.982282806,9.861932939,0.727272727,4.589041096,debt consolidation,1,NA,0
1,10,MORTGAGE,50400,VERIFIED - income,20.98,0,3,10,0,9.503383051,89.4,20,2,PC2,11.04359361,7.200723356,3.76007162,0.5,8.17260274,debt consolidation,0, This is a guaranteed investment..<br/>null Borrower added on 08/23/11 > All I can say is this loan if funded would be a great investment move..its good for me cause I would love to pay off most of my debts..and it makes my pay back much easier in one payment....I always repay my loans..please fund me.. :-)<br/>null Borrower added on 08/23/11 > Lets go investors!!! :-)<br/> Borrower added on 08/30/11 > I thank all my investors..<br/>,465
0,5,RENT,44500,VERIFIED - income source,10.65,0,2,9,0,5.669880923,4.4,14,3,PC5,10.99765665,3.469202111,153.9792388,0.642857143,2.920547945,small business,0," THIS LOAN WILL BE USED IN A ESTABLISHED RELATIVE'S BUSINESS. I HAVE BEEN A GOOD BORROWER WITH LENDING CLUB. MY MONTHLY BUDGET IS COVERED EASILY WITH MY INCOME. THE COMPANY WHICH I WORK IN, IS A VERY STABLE COMPANY HERE IN USA AND HAS EXCELLENT RELATIONSHIP WITH THEIR EMPLOYEES.<br/>",312
0,5,MORTGAGE,68500,VERIFIED - income,24.4,0,1,9,0,9.888272387,77.2,24,2,PC5,11.02674367,7.690997042,3.477686957,0.375,12.84383562,individual major expenses,1,NA,0
0,1,MORTGAGE,34000,not verified,1.52,1,1,10,0,8.455317788,28.8,15,2,PC2,11.02674367,6.152519906,7.235582039,0.666666667,7.753424658,individual major expenses,0,I am looking for financing for a surgical procedure.,52
0,4,OWN,104000,VERIFIED - income,20.55,0,0,10,0,10.83698932,70,29,1,PC4,11.1554359,8.534384569,2.044547546,0.344827586,14.84383562,debt consolidation,0, Consolidate High Interest Business Credit.<br/>,76
0,7,MORTGAGE,77000,not verified,24.58,0,1,8,0,9.413036288,70,29,1,PC5,11.07423444,7.33351309,6.287767434,0.275862069,10.42739726,debt consolidation,0, I am wanting to pay off unsecured credit card debt with a loan. I would like to be debt free in 5 years. I have been working at the same position for the last 7 and a half years.<br>,211
0,9,MORTGAGE,49000,not verified,18.59,0,0,11,0,8.453827316,35.3,37,3,PC3,11.11845964,6.055718937,10.44330776,0.297297297,13.84383562,individual major expenses,0,"581098 added on 11/29/09 > I have never defaulted on any loan/pmnt.  More than likely, this loan will be paid off by the end of next yr..it is only to pay off my credit card debt that I incurred while I was on FML @ work to care for my newborn<br/>",248
0,10,MORTGAGE,67000,VERIFIED - income,18.84,0,1,7,0,10.76074989,24.5,29,1,PC5,11.39142428,8.799134442,1.421509346,0.24137931,10.9260274,debt consolidation,0, I had a previous loan through Lending Club for two years that I successfully paid off in the beginning of 2011.  I have never been late with any of my obligations.<br/>,197
0,10,MORTGAGE,40800,not verified,4.09,1,0,6,0,7.235619141,15.2,15,3,PC2,11.29527928,5.443138951,29.41600577,0.4,8.342465753,individual major expenses,0," Thank you, this will help me go from 18% to 9%.<br/>",81
0,4,MORTGAGE,42000,not verified,3.43,0,0,6,0,8.99069071,13.4,22,2,PC3,10.94956016,7.198806669,5.23234085,0.272727273,21.76438356,other,0, I'm looking into buying a Honda Goldwing on ebay.<br/>,83
0,6,MORTGAGE,78000,VERIFIED - income,10.52,0,2,4,1,0,0,17,3,PC2,11.30927812,0,0,0.235294118,11.51232877,individual major expenses,1,NA,0
0,10,RENT,22800,not verified,17.16,0,0,9,0,9.303557454,45.9,19,1,PC4,10.99765665,7.106241773,2.077259475,0.473684211,20.35068493,debt consolidation,0, I want to pay up credit cards and cut them up<br/> Borrower added on 05/24/11 > Please.....I really really want these credit cards GONE<br/>,169
0,4,MORTGAGE,24000,not verified,0,0,2,2,0,0,0,13,1,PC5,11.28040055,0,0,0.153846154,9.260273973,individual major expenses,1,NA,0
0,2,RENT,40000,VERIFIED - income source,19.86,0,2,9,0,9.187890243,72.4,37,2,PC5,11.30927812,6.99056339,4.09123453,0.243243243,8.756164384,individual major expenses,0,I have about $10000.00 credit card debt in 3 different cards. (interest rate is 13.99%)  I want to consolidate into one note. Please help to escape from the debt.,162
0,4,MORTGAGE,69600,VERIFIED - income source,9.02,0,3,3,0,0,0,18,2,PC5,11.04915835,0,0,0.166666667,9.926027397,individual major expenses,1,NA,0
0,1,RENT,47000,not verified,1.94,0,0,2,0,7.897296473,51.7,4,1,PC1,11.4146509,7.203777476,17.47861659,0.5,2.589041096,debt consolidation,0," Hello, I have named my fund My Son after my two year old who is my greatest motivation towards a better future.  To start off I would like to pay off the remaining balance on my credit card and then move into a larger apartment for him to grow up in. It was my father who taught me the importance of paying a loan off when he co-signed for me when I went to purchase a new motorcycle four years ago. I paid it off in two years with no late payments and also without any speeding tickets! I remember paying it off on half of what I am currently earning through the Steamfitters Local 602 Apprenticeship Program located in Washington, DC. It is required through a contract that we work a minumum of 2000 hours a year and a minimum of 10000 hours total through our five years of training. They have done a great job of keeping me employed even through this down economy. Thanks.<br/>",909
0,10,MORTGAGE,115000,VERIFIED - income,22.82,0,0,9,0,10.59745939,96.3,34,1,PC3,11.04359361,8.400209836,2.872701839,0.264705882,9.260273973,individual major expenses,0, You are investing in a professional who has been in the same job and industry over 15 years.  Please know that I am very diligent in paying my bills.  I am simply looking to refinance higher interest credit card debt.<br/>,251
0,1,RENT,54000,VERIFIED - income source,18.13,0,2,8,0,8.948975608,71.3,15,2,PC1,11.38108407,6.869404188,7.013897909,0.533333333,3.920547945,small business,1,NA,0
1,5,MORTGAGE,61500,VERIFIED - income,15.4,0,0,8,0,8.023552392,9.4,25,3,PC4,10.99765665,5.943783143,20.15732547,0.32,11.00821918,small business,0," I am looking to expand an existing business, and buy an additional book of business.  We have been in business for 6 years, and continue to be profitable.<br/>null",192
0,9,MORTGAGE,90231,VERIFIED - income source,24.12,0,1,19,0,11.04686485,72,49,3,PC1,11.06027441,8.786995313,0.725201331,0.38,16.09589041,debt consolidation,0, I am a current client and like the way that the loan process works.  I would like to borrow another amount to consolidate a few smaller credit card balances.<br/>,191
0,1,RENT,85000,VERIFIED - income,1.5,0,0,10,0,8.446556112,10.7,14,3,PC4,11.11845964,6.143756357,18.24817518,0.714285714,12.26027397,individual major expenses,0,"I have some outstanding debt that I'm looking to get rid of. Fico score was 730 as of a couple of months ago. My rates are already low, but if I could save a few percentage points, I'd rather fork over money to an individual instead of American Express.",253
0,3,OWN,61360,not verified,10.21,0,0,16,0,8.821142236,22,28,3,PC5,10.99765665,6.048405924,9.056826568,0.571428571,8.090410959,debt consolidation,0,"575634 added on 11/17/09 > Faced with escalating interest rates on my credit card balances, I'd like a fixed-rate loan that will allow me to pay off my debt in a timely and predictable manner.<br/>",197
0,10,MORTGAGE,56000,not verified,20.57,0,2,10,0,9.025094544,90.3,35,3,PC1,11.02674367,6.722389092,6.740491093,0.285714286,20.09863014,individual major expenses,0, Funds will be used to make energy efficient improvements in my home.  Applicant has steady employment and income and has maintained an above average FICO credit score for 10+ years. Has never been late or delinquent on any loan borrowed or revolving debt account.<br/>,297
0,4,MORTGAGE,38400,not verified,5.84,0,0,6,0,8.602453035,19.8,10,1,PC1,11.29312631,6.810509895,7.053637032,0.6,29.19753425,individual major expenses,0," Primary Purpose:  Replacing home water heater.  Secondary Purpose:  Fall tuneup for heat pump.  Status:  One and one-half years active Lending Club investor.  Income sources:  Pay Grade E8 U S Military retired.  Receive Social Security benefits.  Have IRA's, active stock brokerage account, personal investments. <br/>Existing debt payments paid via ACH; payments never late.  Loan term:  Payoff intended at 1-year.  Questions: Email me.<br/>",471
0,1,RENT,24000,not verified,5,0,4,13,0,8.455104999,27.6,15,2,PC4,11.19711823,5.889942808,5.108556833,0.866666667,6.424657534,individual major expenses,0,need to furnish apartment and take care of expenses for christmas.,66
1,5,MORTGAGE,40000,VERIFIED - income source,12.48,0,1,12,0,8.050065423,16.3,26,2,PC1,11.48588309,5.564839641,12.76731567,0.461538462,10.67945205,debt consolidation,1,NA,0
0,2,RENT,40000,not verified,19.47,0,2,9,0,8.801017834,61.1,10,3,PC5,11.48588309,6.603642665,6.024096386,0.9,8.090410959,other,0," I am a borrower with a steady career and income, and a borrower with zero delinquencies on my credit report.<br/>",142
1,2,RENT,27000,VERIFIED - income,22.44,0,2,5,0,8.284504227,40.4,10,1,PC2,11.39142428,6.674813885,6.81646049,0.5,14.2630137,individual major expenses,1,NA,0
0,1,RENT,4800,not verified,22.5,0,4,2,0,3.610917913,3.6,5,2,PC5,11.30927812,2.890371758,133.3333333,0.4,5.257534247,individual major expenses,1,NA,0
0,1,RENT,55000,not verified,2.38,0,0,4,0,6.198478716,96.3,15,1,PC2,11.19711823,4.810149767,112.0162933,0.266666667,11.9260274,small business,0,I'm a graphic designer and my wife is a professional ballet dancer. We're trying to get funding to develop a video subscription-based website. All funding goes to the development of the website.   If you have any questions I'm more than happy to answer them. Thank you.,269
0,5,RENT,26000,VERIFIED - income,5.68,0,0,5,1,8.707648248,30.4,17,1,PC3,11.48588309,7.098045005,4.298941799,0.294117647,9.926027397,debt consolidation,0, This loan is to combine all the charges i occured opening my daycare  My daycare will open September 1st 2011 until then i have my full time job to make the payments  i already have the children lined up but have to wait for my license to be completed<br/>,285
1,8,MORTGAGE,46525,not verified,13.49,0,3,14,0,8.887790764,43.9,19,2,PC5,11.0719368,6.248595361,6.424330295,0.736842105,2.835616438,debt consolidation,0, Need a loan to consolidate bills and avoid bankruptcy.<br/>,88
1,7,MORTGAGE,180000,VERIFIED - income,18.17,0,1,19,0,9.103979356,10.5,38,2,PC1,11.04594127,6.159429148,33.37041157,0.5,17.18082192,individual major expenses,0," The loan is for a home improvement project.  I have been a General Surgeon for 7 years.<br/> Borrower added on 03/24/11 > This loan will be used for a home improvement project to add additional bedrooms onto my house.  I have 4 children and now that they are getting older, they need more space.<br/><br/>A Lending Club member asked what my qualifications were for my job.  I am a physican (surgeon).  I went to 4 years of college, 4 years of medical school, and 5 years of my surgical residency.  The member asked if I was going to retire soon.  I gave my age before, but LC blocked it as being too much personal info.  Let's just say that I have at least 30+ years left to work.  I really appreciate all the members that have and will fund this loan request!<br/>",794
1,10,MORTGAGE,74326.08,VERIFIED - income,23.07,1,0,6,0,9.366916679,90,12,2,PC1,11.11845964,7.5750717,6.355915854,0.5,12.92876712,individual major expenses,0," I am using this loan to pay off a previous loan, a credit card, and to go on a much needed vacation because I just returned from Afghanistan.  I am a good borrower because I pay my bills on time and they are a priority.  Once the money is placed in my account I will pay off the two bills and set up a monthly electronic payment plan with LendingClub.  Lastly, my job is very stable because I am a Soldier in the US Army.<br/>",455
0,2,MORTGAGE,77000,not verified,19.39,1,2,21,0,9.809121927,44.3,33,1,PC2,11.28040055,6.764544539,4.231234202,0.636363636,10.09315068,debt consolidation,0,"The purpose of this loan request is to consolidate debt that accumulated during 20+ years of education.  The credit card interest rates are unreasonable, and I'm seeking a lower rate in order to pay the debt in a three year period.   I done the amortization calculation and I'm confident that the loan will be paid in full in 36 payments.   I appreciate your consideration.  Thank you.",385
0,5,MORTGAGE,128000,not verified,14.31,0,0,14,0,11.04686485,0,33,1,PC3,11.30927812,8.799134442,0.7647224,0.424242424,17.35068493,other,0,"I am currently working on my bachelor's degree, and am taking a couple of summer courses that will cost ~$700 plus books (have to borrow $1K minimum).  Rather than floating this on a credit card at a higher interest rate, I'd rather borrow the money here.  My employer will reimburse most of the cost upon successful completion of these course.  I do have impeccable credit, and I will easily be able to repay the loan.  Thank you for your consideration.",454
1,1,MORTGAGE,86807,not verified,13.34,0,0,12,0,10.5789798,54.3,40,1,PC3,11.30927812,8.094047702,2.208885722,0.3,18.76164384,individual major expenses,0,"552463 added on 10/07/09 > The purpose of this loan is to pay on attorney fees I owe. I have pretty much maxed out my Credit Card and If I can't pay what I owe my attorney will not represent me. I have tried to work out a payment plan with my attorney but they are not willing to work with me. All of these cost have been incurred on my in trying to obtain more custody of my soon to be 5 year old child. I can't fire my attorney because I truely do not have the financial means to do so, so I am stuck. 552463 added on 10/07/09 > I now that I can pay the purposed amount as stated and I maybe be able to pay it sooner that the 36 months it's out lined for. I just need someone to be kind and compassionate enough to give me a payment plan option. If my attorney was not as stronghold as she has been and would work with me on a payment plan, then I would not need such a loan, but with Credit Card interest rates going through the roof its virtually hard to get any type of credit or loan give to me.",1001
0,10,MORTGAGE,100000,VERIFIED - income,6.88,0,1,8,0,9.958401783,89.1,18,1,PC2,11.22500336,7.878912912,4.733055661,0.444444444,21.93424658,debt consolidation,0, Secure employment and good credit history<br>,74
0,1,RENT,28000,VERIFIED - income source,19.46,0,1,6,0,9.625887815,46.5,15,2,PC2,10.99765665,7.834062346,1.848062834,0.4,4.087671233,debt consolidation,1,NA,0
0,5,RENT,46500,VERIFIED - income source,23.9,0,0,9,0,9.012133306,23.8,18,3,PC1,11.30927812,6.8147868,5.670040239,0.5,7.342465753,debt consolidation,0, Dear investors. I've decided to put my excellent credit rating in the good use and  to consolidate my debt. I have a stable job in the medical field. This loan will lower my total interest as well as my monthly payments.  Thank you for your consideration.<br/>,289
0,4,MORTGAGE,87000,not verified,10.86,0,3,12,0,9.594241302,86.3,19,2,PC2,11.11845964,7.10926653,5.926834253,0.631578947,14.09589041,individual major expenses,0, I have verified my bank at 10:55 AM 01-05-2009<br/>,80
1,1,RENT,21600,VERIFIED - income source,21.56,0,1,8,0,9.026898188,64,15,2,PC2,10.99765665,6.947336504,2.59521807,0.533333333,6.923287671,small business sub_cat,1,NA,0
